货号(SKU),款式编码,商品名称,颜色,尺码,售价(¥),库存,图片链接
TNW-1010-S,TNW-1010,扭捏niunie 复古vintage格子碎花拼接半身裙修身显瘦田园风中长裙,格子碎花拼接半裙,S,439,6,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01eVMZOI1GFdsWomFSu_!!2217590670593.jpg
TNW-0918-M,TNW-0918,【我只想睡觉】原创印花圆领毛巾卫衣复古宽松上衣 扭捏niunie,撞色圆领卫衣,M,299,7,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01uKNQeD1GFdwzZUDc8_!!2217590670593.jpg
TNW-0918-S,TNW-0918,【我只想睡觉】原创印花圆领毛巾卫衣复古宽松上衣 扭捏niunie,撞色圆领卫衣,S,299,11,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01uKNQeD1GFdwzZUDc8_!!2217590670593.jpg
NN2536-M,NN2536,扭捏niunie 多巴胺提花蓝色慵懒风休闲长裤宽松显瘦百搭直筒裤女,蓝色提花宽松长裤,M,319,2,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01RQaGbH1GFdwvGSLnf_!!2217590670593.jpg
NN2536-S,NN2536,扭捏niunie 多巴胺提花蓝色慵懒风休闲长裤宽松显瘦百搭直筒裤女,蓝色提花宽松长裤,S,319,0,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01RQaGbH1GFdwvGSLnf_!!2217590670593.jpg
NN2535-M,NN2535,扭捏niunie复古双层荷叶边绿色皱褶设计长袖衬衫收腰显瘦系带上衣,双层荷叶边绿色衬衫,M,339,10,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01qbhRsy1GFdx02nM70_!!2217590670593.jpg
NN2535-S,NN2535,扭捏niunie复古双层荷叶边绿色皱褶设计长袖衬衫收腰显瘦系带上衣,双层荷叶边绿色衬衫,S,339,2,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01qbhRsy1GFdx02nM70_!!2217590670593.jpg
NN2534-M,NN2534,扭捏niunie 文艺复古棕色系格子大口袋半身裙中腰显瘦全棉中长裙,棕色系拼色格子半裙,M,369,1,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN012vmpOo1GFdwwmyweb_!!2217590670593.jpg
NN2534-S,NN2534,扭捏niunie 文艺复古棕色系格子大口袋半身裙中腰显瘦全棉中长裙,棕色系拼色格子半裙,S,369,8,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN012vmpOo1GFdwwmyweb_!!2217590670593.jpg
NN2533-M,NN2533,【秋天的童话】原创巴恩风剪花小格子重工半身裙复古中长裙女秋款,彩色剪花小格子半身裙,M,429,25,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01g52yMQ1GFdx0brzbm_!!2217590670593.jpg
NN2533-S,NN2533,【秋天的童话】原创巴恩风剪花小格子重工半身裙复古中长裙女秋款,彩色剪花小格子半身裙,S,429,23,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01g52yMQ1GFdx0brzbm_!!2217590670593.jpg
TNW-0802-M,TNW-0802,扭捏niunie法式复古撞色拼接衬衫澳洲进口美利奴羊毛缩绒工艺上衣,进口羊毛缩绒衬衫,M,529,3,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01wihPxS1GFdwvCQXKy_!!2217590670593.jpg
TNW-0802-S,TNW-0802,扭捏niunie法式复古撞色拼接衬衫澳洲进口美利奴羊毛缩绒工艺上衣,进口羊毛缩绒衬衫,S,529,7,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01wihPxS1GFdwvCQXKy_!!2217590670593.jpg
NN2530-M,NN2530,扭捏niunie 小浣熊松鼠趣味提花蓝色长袖衬衫宽松全棉纽扣上衣女,小浣熊提花蓝色衬衫,M,339,2,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01pppdkt1GFdww67oSS_!!2217590670593.jpg
NN2530-S,NN2530,扭捏niunie 小浣熊松鼠趣味提花蓝色长袖衬衫宽松全棉纽扣上衣女,小浣熊提花蓝色衬衫,S,339,7,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01pppdkt1GFdww67oSS_!!2217590670593.jpg
NN2538-M,NN2537-2538,扭捏niunie 复古休闲翻领牛仔外套格子拼接A字半裙全棉高级感套装,牛仔拼接格子半裙,M,399,37,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01qfv5mh1GFdwwcgMbc_!!2217590670593.jpg
NN2538-S,NN2537-2538,扭捏niunie 复古休闲翻领牛仔外套格子拼接A字半裙全棉高级感套装,牛仔拼接格子半裙,S,399,48,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01qfv5mh1GFdwwcgMbc_!!2217590670593.jpg
NN2537-M,NN2537-2538,扭捏niunie 复古休闲翻领牛仔外套格子拼接A字半裙全棉高级感套装,牛仔外套,M,369,0,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01BnonAW1GFdwvincOo_!!2217590670593.jpg
NN2537-S,NN2537-2538,扭捏niunie 复古休闲翻领牛仔外套格子拼接A字半裙全棉高级感套装,牛仔外套,S,369,0,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01BnonAW1GFdwvincOo_!!2217590670593.jpg
,NN-2515,扭捏niunie 复古vintage宽松慵懒感上衣 果实扣100%苎麻衬衫夏季,黄色,L,398,11,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Z5hiwq1GFdv2jmgHC_!!2217590670593.jpg
,NN-2515,扭捏niunie 复古vintage宽松慵懒感上衣 果实扣100%苎麻衬衫夏季,黄色,M,398,25,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Z5hiwq1GFdv2jmgHC_!!2217590670593.jpg
,NN-2515,扭捏niunie 复古vintage宽松慵懒感上衣 果实扣100%苎麻衬衫夏季,黄色,S,398,16,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Z5hiwq1GFdv2jmgHC_!!2217590670593.jpg
NTF0311W-1-L,NTF-0311,扭捏 少女的祈祷 花边拼接蛋糕a字小短裙白色半身裙 防走光内衬,白色拼接短裙 （绗缝位置改版）,L,338,13,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01ZmqRQD1GFdwea86Gu_!!2217590670593.jpg
NTF0311W-1-M,NTF-0311,扭捏 少女的祈祷 花边拼接蛋糕a字小短裙白色半身裙 防走光内衬,白色拼接短裙 （绗缝位置改版）,M,338,17,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01ZmqRQD1GFdwea86Gu_!!2217590670593.jpg
NTF0311W-1-S,NTF-0311,扭捏 少女的祈祷 花边拼接蛋糕a字小短裙白色半身裙 防走光内衬,白色拼接短裙 （绗缝位置改版）,S,338,13,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01ZmqRQD1GFdwea86Gu_!!2217590670593.jpg
NTF0307B-L,NTF0307,扭捏niunie 玫瑰小猫可爱印花 弹力花边圆领正肩白色短袖T恤女夏,玫瑰印花白色T恤,L,198,0,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Luzo9Q1GFdvJKTxCd_!!2217590670593.jpg
NTF0307B-M,NTF0307,扭捏niunie 玫瑰小猫可爱印花 弹力花边圆领正肩白色短袖T恤女夏,玫瑰印花白色T恤,M,198,6,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Luzo9Q1GFdvJKTxCd_!!2217590670593.jpg
NTF0307B-S,NTF0307,扭捏niunie 玫瑰小猫可爱印花 弹力花边圆领正肩白色短袖T恤女夏,玫瑰印花白色T恤,S,198,3,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Luzo9Q1GFdvJKTxCd_!!2217590670593.jpg
NTF0307C-L,NTF0307,扭捏niunie 玫瑰小猫可爱印花 弹力花边圆领正肩白色短袖T恤女夏,小猫印花白色T恤,L,198,10,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01pjwUET1GFdvIbTXoT_!!2217590670593.jpg
NTF0307C-M,NTF0307,扭捏niunie 玫瑰小猫可爱印花 弹力花边圆领正肩白色短袖T恤女夏,小猫印花白色T恤,M,198,3,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01pjwUET1GFdvIbTXoT_!!2217590670593.jpg
NTF0307C-S,NTF0307,扭捏niunie 玫瑰小猫可爱印花 弹力花边圆领正肩白色短袖T恤女夏,小猫印花白色T恤,S,198,7,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01pjwUET1GFdvIbTXoT_!!2217590670593.jpg
NTF-0322-L,NTF-0322,扭捏niunie 原创醋酸缎感 法式浪漫气质印花荡领吊带连衣裙短款夏,荡领吊带印花连衣裙,L,588,15,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01XOHQx81GFdvFKfO81_!!2217590670593.jpg
NTF-0322-M,NTF-0322,扭捏niunie 原创醋酸缎感 法式浪漫气质印花荡领吊带连衣裙短款夏,荡领吊带印花连衣裙,M,588,15,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01XOHQx81GFdvFKfO81_!!2217590670593.jpg
NTF-0322-S,NTF-0322,扭捏niunie 原创醋酸缎感 法式浪漫气质印花荡领吊带连衣裙短款夏,荡领吊带印花连衣裙,S,588,14,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01XOHQx81GFdvFKfO81_!!2217590670593.jpg
NN-2505-L,NN-2505,扭捏niunie 彩线格子蓝色纱边 自然日系艺术感宽松棉麻中长半身裙,彩线格子半身裙,L,528,15,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01SUUgBd1GFdvIJuDc8_!!2217590670593.jpg
NN-2505-M,NN-2505,扭捏niunie 彩线格子蓝色纱边 自然日系艺术感宽松棉麻中长半身裙,彩线格子半身裙,M,528,15,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01SUUgBd1GFdvIJuDc8_!!2217590670593.jpg
NN-2505-S,NN-2505,扭捏niunie 彩线格子蓝色纱边 自然日系艺术感宽松棉麻中长半身裙,彩线格子半身裙,S,528,15,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01SUUgBd1GFdvIJuDc8_!!2217590670593.jpg
NN-2508-L,NN-2508,扭捏niunie 复古直筒裤 米黄色花朵刺绣宽松百搭休闲长裤春夏,米黄色刺绣长裤,L,388,0,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01D6jZtM1GFdvGTOTj9_!!2217590670593.jpg
NN-2508-M,NN-2508,扭捏niunie 复古直筒裤 米黄色花朵刺绣宽松百搭休闲长裤春夏,米黄色刺绣长裤,S,388,15,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01D6jZtM1GFdvGTOTj9_!!2217590670593.jpg
NN-2508-S,NN-2508,扭捏niunie 复古直筒裤 米黄色花朵刺绣宽松百搭休闲长裤春夏,米黄色刺绣长裤,M,388,14,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01D6jZtM1GFdvGTOTj9_!!2217590670593.jpg
NN-2502-M,NN-2502,扭捏niunie 复古vintage宽松绑带木耳花边 紫色纯棉格子连衣裙夏,紫色格子连衣裙,M,588,20,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01vOjUH81GFdvEnZliX_!!2217590670593.jpg
NN-2502-S,NN-2502,扭捏niunie 复古vintage宽松绑带木耳花边 紫色纯棉格子连衣裙夏,紫色格子连衣裙,S,588,20,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01vOjUH81GFdvEnZliX_!!2217590670593.jpg
NN-2509-L,NN-2509,扭捏niunie 植物系重工刺绣背后绑带复古苎麻短袖衬衫 原创设计,植物刺绣背后绑带衬衫,L,468,17,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01ddArXZ1GFdvH5SIAc_!!2217590670593.jpg
NN-2509-M,NN-2509,扭捏niunie 植物系重工刺绣背后绑带复古苎麻短袖衬衫 原创设计,植物刺绣背后绑带衬衫,M,468,13,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01ddArXZ1GFdvH5SIAc_!!2217590670593.jpg
NN-2509-S,NN-2509,扭捏niunie 植物系重工刺绣背后绑带复古苎麻短袖衬衫 原创设计,植物刺绣背后绑带衬衫,S,468,8,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01ddArXZ1GFdvH5SIAc_!!2217590670593.jpg
NN-0905P-M,NN-0905,扭捏niunie 绿色紫色苎麻天丝 双层含棉内衬 松紧腰短裤夏季新款,紫色苎麻天丝短裤,M,338,12,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01KMf8nT1GFdvGWLEXg_!!2217590670593.jpg
NN-0905P-S,NN-0905,扭捏niunie 绿色紫色苎麻天丝 双层含棉内衬 松紧腰短裤夏季新款,紫色苎麻天丝短裤,S,338,11,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01KMf8nT1GFdvGWLEXg_!!2217590670593.jpg
NN-0905G-M,NN-0905,扭捏niunie 绿色紫色苎麻天丝 双层含棉内衬 松紧腰短裤夏季新款,绿色苎麻天丝短裤,M,338,9,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01Lv8v0A1GFdvGIMw4T_!!2217590670593.jpg
NN-0905G-S,NN-0905,扭捏niunie 绿色紫色苎麻天丝 双层含棉内衬 松紧腰短裤夏季新款,绿色苎麻天丝短裤,S,338,11,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01Lv8v0A1GFdvGIMw4T_!!2217590670593.jpg
NN-2516-L,NN-2516,扭捏niunie 桑蚕丝真丝棉双层木耳花边领子贝壳扣 轻薄款黑色衬衫,桑蚕丝棉黑色衬衫,L,398,6,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01zjcnfh1GFdvH903hA_!!2217590670593.jpg
NN-2516-M,NN-2516,扭捏niunie 桑蚕丝真丝棉双层木耳花边领子贝壳扣 轻薄款黑色衬衫,桑蚕丝棉黑色衬衫,M,398,3,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01zjcnfh1GFdvH903hA_!!2217590670593.jpg
NN-2516-S,NN-2516,扭捏niunie 桑蚕丝真丝棉双层木耳花边领子贝壳扣 轻薄款黑色衬衫,桑蚕丝棉黑色衬衫,S,398,6,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01zjcnfh1GFdvH903hA_!!2217590670593.jpg
NN2512L,NN-2512,扭捏niunie「只此青绿」印花长款大裙摆设计感宽松慵懒半身裙纱裙,只此青绿印花半裙,L,398,6,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01kWTIAF1GFduxLilgD_!!2217590670593.jpg
NN2512M,NN-2512,扭捏niunie「只此青绿」印花长款大裙摆设计感宽松慵懒半身裙纱裙,只此青绿印花半裙,M,398,4,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01kWTIAF1GFduxLilgD_!!2217590670593.jpg
NN2512S,NN-2512,扭捏niunie「只此青绿」印花长款大裙摆设计感宽松慵懒半身裙纱裙,只此青绿印花半裙,S,398,2,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01kWTIAF1GFduxLilgD_!!2217590670593.jpg
NN2511L,NN-2511,扭捏niunie「掠影」小众设计感风琴褶皱贝壳扣印花衬衫宽松上衣,风琴褶印花衬衫,L,398,4,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01iwN4oi1GFduwJEaQd_!!2217590670593.jpg
NN2511M,NN-2511,扭捏niunie「掠影」小众设计感风琴褶皱贝壳扣印花衬衫宽松上衣,风琴褶印花衬衫,M,398,4,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01iwN4oi1GFduwJEaQd_!!2217590670593.jpg
NN2511S,NN-2511,扭捏niunie「掠影」小众设计感风琴褶皱贝壳扣印花衬衫宽松上衣,风琴褶印花衬衫,S,398,3,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01iwN4oi1GFduwJEaQd_!!2217590670593.jpg
NN2510L,NN-2510,扭捏niunie「海盐柠檬」手缝扣拼接彩色格子半身裙宽松A字裙女,手缝扣格子半身裙,L,568,4,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01fTxw9U1GFdv3M4DtH_!!2217590670593.jpg
NN2510M,NN-2510,扭捏niunie「海盐柠檬」手缝扣拼接彩色格子半身裙宽松A字裙女,手缝扣格子半身裙,M,568,1,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01fTxw9U1GFdv3M4DtH_!!2217590670593.jpg
NN2510S,NN-2510,扭捏niunie「海盐柠檬」手缝扣拼接彩色格子半身裙宽松A字裙女,手缝扣格子半身裙,S,568,0,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01fTxw9U1GFdv3M4DtH_!!2217590670593.jpg
NN251BL,NN-251B,扭捏niunie「夏雪」浅蓝色大摆纱裙灵动百搭半身裙伞裙夏季新款,浅蓝色雪花纱裙,L,498,0,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01ikfzTQ1GFdupzS8As_!!2217590670593.jpg
NN251BM,NN-251B,扭捏niunie「夏雪」浅蓝色大摆纱裙灵动百搭半身裙伞裙夏季新款,浅蓝色雪花纱裙,M,498,0,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01ikfzTQ1GFdupzS8As_!!2217590670593.jpg
NN251BS,NN-251B,扭捏niunie「夏雪」浅蓝色大摆纱裙灵动百搭半身裙伞裙夏季新款,浅蓝色雪花纱裙,S,498,0,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01ikfzTQ1GFdupzS8As_!!2217590670593.jpg
NN2517L,NN-2517,扭捏niunie 小雪花翻领设计感简约气质高级感白色无袖衬衫上衣女,白色雪花无袖衬衫,L,428,4,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01tiG55f1GFduxTzyep_!!2217590670593.jpg
NN2517M,NN-2517,扭捏niunie 小雪花翻领设计感简约气质高级感白色无袖衬衫上衣女,白色雪花无袖衬衫,M,428,7,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01tiG55f1GFduxTzyep_!!2217590670593.jpg
NN2517S,NN-2517,扭捏niunie 小雪花翻领设计感简约气质高级感白色无袖衬衫上衣女,白色雪花无袖衬衫,S,428,3,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01tiG55f1GFduxTzyep_!!2217590670593.jpg
NN2513M,NN-2513,niunie 青苹果印花绿色醋酸褶皱两面穿显瘦松紧腰半身裙小a一步裙,青苹果 醋酸两面穿半裙,M,468,7,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01DS26yS1GFdv48J8SF_!!2217590670593.jpg
NN2513S,NN-2513,niunie 青苹果印花绿色醋酸褶皱两面穿显瘦松紧腰半身裙小a一步裙,青苹果 醋酸两面穿半裙,S,468,0,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01DS26yS1GFdv48J8SF_!!2217590670593.jpg
,TNW-1008-1066,扭捏 限量款 羊毛亚麻混纺西装外套 日本进口面料,羊毛亚麻西装外套,L,899,0,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Ovfj1T1GFdsPe8L4t_!!2217590670593.jpg
,TNW-1008-1066,扭捏 限量款 羊毛亚麻混纺西装外套 日本进口面料,羊毛亚麻西装外套,M,899,3,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Ovfj1T1GFdsPe8L4t_!!2217590670593.jpg
,TNW-1008-1066,扭捏 限量款 羊毛亚麻混纺西装外套 日本进口面料,羊毛亚麻西装外套,S,899,3,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01Ovfj1T1GFdsPe8L4t_!!2217590670593.jpg
TNW-1066-灰格L,TNW-1066,扭捏 灰色羊毛混纺 复古vintage感棕色格子短裙百褶裙秋冬,灰色毛呢短裙,L,319,3,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01x0hiMl1GFdsYTf1jo_!!2217590670593.jpg
TNW-1066-棕格L,TNW-1066,扭捏 灰色羊毛混纺 复古vintage感棕色格子短裙百褶裙秋冬,棕色格子短裙,L,319,19,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01eRpCI51GFdsVenbHc_!!2217590670593.jpg
TNW-1011-灰M,TNW-1011,扭捏 宽松舒适羊毛混纺休闲裤 复古松弛感高腰阔腿长裤 可机洗,深灰色阔腿长裤,M,359,10,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01iX2YZ01GFdsWmirN3_!!2217590670593.jpg
TNW-1011-灰S,TNW-1011,扭捏 宽松舒适羊毛混纺休闲裤 复古松弛感高腰阔腿长裤 可机洗,深灰色阔腿长裤,S,359,10,https://img.alicdn.com/bao/uploaded/i2/2217590670593/O1CN01iX2YZ01GFdsWmirN3_!!2217590670593.jpg
TNW-1066-灰格M,TNW-1066,扭捏 灰色羊毛混纺 复古vintage感棕色格子短裙百褶裙秋冬,灰色毛呢短裙,M,319,3,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01x0hiMl1GFdsYTf1jo_!!2217590670593.jpg
TNW-1066-灰格S,TNW-1066,扭捏 灰色羊毛混纺 复古vintage感棕色格子短裙百褶裙秋冬,灰色毛呢短裙,S,319,3,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01x0hiMl1GFdsYTf1jo_!!2217590670593.jpg
TNW-1066-棕格M,TNW-1066,扭捏 灰色羊毛混纺 复古vintage感棕色格子短裙百褶裙秋冬,棕色格子短裙,M,319,10,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01eRpCI51GFdsVenbHc_!!2217590670593.jpg
TNW-1066-棕格S,TNW-1066,扭捏 灰色羊毛混纺 复古vintage感棕色格子短裙百褶裙秋冬,棕色格子短裙,S,319,10,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01eRpCI51GFdsVenbHc_!!2217590670593.jpg
TNW-1015-M,TNW-1038-1015,扭捏 100%全羊毛日系少女复古娃娃领外套半身裙套装 英国陶瓷扣,灰色毛呢半身裙,M,499,6,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01ClX7Xl1GFdsW9T9YI_!!2217590670593.jpg
TNW-1015-S,TNW-1038-1015,扭捏 100%全羊毛日系少女复古娃娃领外套半身裙套装 英国陶瓷扣,灰色毛呢半身裙,S,499,1,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01ClX7Xl1GFdsW9T9YI_!!2217590670593.jpg
TNW-1038-M,TNW-1038-1015,扭捏 100%全羊毛日系少女复古娃娃领外套半身裙套装 英国陶瓷扣,娃娃领毛呢外套,M,799,5,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01J3sSF31GFdsaUwHmD_!!2217590670593.jpg
TNW-1038-S,TNW-1038-1015,扭捏 100%全羊毛日系少女复古娃娃领外套半身裙套装 英国陶瓷扣,娃娃领毛呢外套,S,799,13,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01J3sSF31GFdsaUwHmD_!!2217590670593.jpg
TNW-0902-M,TNW-0928-0902,扭捏 棕绿色质感显瘦 100%全羊毛呢外套半裙,双层碎花毛呢半裙,M,459,2,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01TKeckx1GFdscUpHg1_!!2217590670593.jpg
TNW-0902-S,TNW-0928-0902,扭捏 棕绿色质感显瘦 100%全羊毛呢外套半裙,双层碎花毛呢半裙,S,459,2,https://img.alicdn.com/bao/uploaded/i3/2217590670593/O1CN01TKeckx1GFdscUpHg1_!!2217590670593.jpg
TNW-0928-M,TNW-0928-0902,扭捏 棕绿色质感显瘦 100%全羊毛呢外套半裙,修身毛呢外套,M,759,0,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01jFreBd1GFdsejACNL_!!2217590670593.jpg
TNW-0928-S,TNW-0928-0902,扭捏 棕绿色质感显瘦 100%全羊毛呢外套半裙,修身毛呢外套,S,759,2,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01jFreBd1GFdsejACNL_!!2217590670593.jpg
TNW-1010-M,TNW-1010,扭捏 全棉提花格子碎花拼接松紧腰半身裙长裙 森系古着感,拼接半身长裙,M,439,4,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01eVMZOI1GFdsWomFSu_!!2217590670593.jpg
TNW-1010-S,TNW-1010,扭捏 全棉提花格子碎花拼接松紧腰半身裙长裙 森系古着感,拼接半身长裙,S,439,6,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN01eVMZOI1GFdsWomFSu_!!2217590670593.jpg
TNW-1026-灰紫M,TNW-1026,扭捏 豹纹可拆卸领子灯芯绒拼接风衣式中长款外套90白鹅绒服,灰紫色90白鹅绒,M,1599,15,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01yG94oZ1GFdsW2W2UZ_!!2217590670593.jpg
TNW-1026-灰紫S,TNW-1026,扭捏 豹纹可拆卸领子灯芯绒拼接风衣式中长款外套90白鹅绒服,灰紫色90白鹅绒,S,1599,14,https://img.alicdn.com/bao/uploaded/i1/2217590670593/O1CN01yG94oZ1GFdsW2W2UZ_!!2217590670593.jpg
TNW-1026-栗M,TNW-1026,扭捏 豹纹可拆卸领子灯芯绒拼接风衣式中长款外套90白鹅绒服,栗色90白鹅绒服,M,1599,13,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN012PnAfO1GFdsWUKzqM_!!2217590670593.jpg
TNW-1026-栗S,TNW-1026,扭捏 豹纹可拆卸领子灯芯绒拼接风衣式中长款外套90白鹅绒服,栗色90白鹅绒服,S,1599,16,https://img.alicdn.com/bao/uploaded/i4/2217590670593/O1CN012PnAfO1GFdsWUKzqM_!!2217590670593.jpg
